fpl_name,fpl_id,understat_name,understat_id
Albian Ajeti,514,Albian Ajeti,2673.0
David Martin,553,David Martin,8082.0
Nathan Holland,568,Nathan Holland,5567.0
Joseph Anang,582,,
Jeremy Ngakia,593,Jeremy Ngakia,8235.0
Gonçalo Bento Soares Cardoso,594,,
Bernardo Costa Da Rosa,595,,
Darren Randolph,606,Darren Randolph,540.0
Tomas Soucek,616,Tomas Soucek,8288.0
Jarrod Bowen,626,Jarrod Bowen,1776.0
Alfie Lewis,651,,
Conor Coventry,664,,
Matt Doherty,401,Matt Doherty,6852.0
Jonathan Castro Otto,402,Jonny,2280
Conor Coady,403,Conor Coady,6851.0
Willy Boly,405,Willy Boly,6850.0
Rúben Gonçalo Silva Nascimento Vinagre,406,Rúben Vinagre,6856
Romain Saïss,407,Romain Saiss,3491.0
Max Kilman,408,Max Kilman,7332.0
Raúl Jiménez,409,Raúl Jiménez,4105.0
Diogo Jota,410,Diogo Jota,6854.0
Rui Pedro dos Santos Patrício,411,Rui Patrício,6849
John Ruddy,412,,
Will Norris,413,,
Rúben Diogo da Silva Neves,414,Rúben Neves,6853
João Filipe Iria Santos Moutinho,415,João Moutinho,3422
Morgan Gibbs-White,416,Morgan Gibbs-White,6857.0
Adama Traoré,417,Adama Traoré,900.0
Hélder Costa,418,,
Ivan Cavaleiro,419,,
Leander Dendoncker,420,Leander Dendoncker,7236.0
Jesús Vallejo Lázaro,473,Jesús Vallejo,5234.0
Patrick Cutrone,487,Patrick Cutrone,4918.0
Pedro Lomba Neto,528,Pedro Neto,6382.0
Bernard Ashley-Seal,559,,
Taylor Perry,560,,
Owen Otasowie,566,,
Luke Cundle,567,,
Oskar Buur,587,,
Ryan Giles,607,,
Bruno André Cavaco Jordao,609,Bruno Jordao,6336
Daniel Castelo Podence,619,Daniel Podence,8291.0
Leonardo Campana,652,,
